country_iso3,country_name,indicator_id,value,year,unit,source_id,status,coverage_notes
DEU,Germany,ENAB_005,83.5,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
DEU,Germany,CAL_TRUST_001,60.2,2023,index,KPMG_AI_Trust,Observed,KPMG Trust in AI survey
DEU,Germany,ATT_WELL_001,7.4,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
DEU,Germany,ATT_WELL_002,14.7,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
GRC,Greece,AI_LIT_001,289.3,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
GRC,Greece,AI_LIT_002,511.0,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
GRC,Greece,AI_LIT_004,34.4,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
GRC,Greece,AI_LIT_005,80.5,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
GRC,Greece,META_COG_001,483.4,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
GRC,Greece,META_COG_002,68.7,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
GRC,Greece,META_COG_003,58.2,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
GRC,Greece,DEC_AGY_001,3.94,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
GRC,Greece,DEC_AGY_002,0.724,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
GRC,Greece,DEC_AGY_003,83.7,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
GRC,Greece,DEC_AGY_004,0.754,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
GRC,Greece,DEC_AGY_005,0.759,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
GRC,Greece,ENAB_001,73.12,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
GRC,Greece,ENAB_002,0.736,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
GRC,Greece,ENAB_003,87.4,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
GRC,Greece,ENAB_004,0.791,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
GRC,Greece,ENAB_005,80.8,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
GRC,Greece,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
GRC,Greece,ATT_WELL_001,6.5,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
GRC,Greece,ATT_WELL_002,21.6,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
HKG,Hong Kong SAR,AI_LIT_001,308.0,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
HKG,Hong Kong SAR,AI_LIT_002,535.9,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
HKG,Hong Kong SAR,AI_LIT_004,37.3,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
HKG,Hong Kong SAR,AI_LIT_005,85.2,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
HKG,Hong Kong SAR,META_COG_001,513.4,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
HKG,Hong Kong SAR,META_COG_002,,2023,index,EMLI_CouncilEurope,Missing,Non-European economy: not surveyed in Council of Europe / OSIS EMLI index
HKG,Hong Kong SAR,META_COG_003,61.4,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
HKG,Hong Kong SAR,DEC_AGY_001,3.79,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
HKG,Hong Kong SAR,DEC_AGY_002,0.763,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
HKG,Hong Kong SAR,DEC_AGY_003,82.8,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
HKG,Hong Kong SAR,DEC_AGY_004,0.696,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
HKG,Hong Kong SAR,DEC_AGY_005,0.679,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
HKG,Hong Kong SAR,ENAB_001,81.47,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
HKG,Hong Kong SAR,ENAB_002,0.772,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
HKG,Hong Kong SAR,ENAB_003,92.2,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
HKG,Hong Kong SAR,ENAB_004,0.885,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
HKG,Hong Kong SAR,ENAB_005,86.0,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
HKG,Hong Kong SAR,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
HKG,Hong Kong SAR,ATT_WELL_001,6.7,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
HKG,Hong Kong SAR,ATT_WELL_002,19.0,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
HUN,Hungary,AI_LIT_001,294.9,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
HUN,Hungary,AI_LIT_002,516.2,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
HUN,Hungary,AI_LIT_004,31.1,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
HUN,Hungary,AI_LIT_005,81.2,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
HUN,Hungary,META_COG_001,493.7,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
HUN,Hungary,META_COG_002,67.8,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
HUN,Hungary,META_COG_003,60.1,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
HUN,Hungary,DEC_AGY_001,3.75,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
HUN,Hungary,DEC_AGY_002,0.721,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
HUN,Hungary,DEC_AGY_003,83.3,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
HUN,Hungary,DEC_AGY_004,0.764,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
HUN,Hungary,DEC_AGY_005,0.673,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
HUN,Hungary,ENAB_001,77.12,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
HUN,Hungary,ENAB_002,0.712,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
HUN,Hungary,ENAB_003,87.7,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
HUN,Hungary,ENAB_004,0.81,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
HUN,Hungary,ENAB_005,79.0,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
HUN,Hungary,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
HUN,Hungary,ATT_WELL_001,6.6,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
HUN,Hungary,ATT_WELL_002,20.8,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
ISL,Iceland,AI_LIT_001,,2022,points,PIAAC_OECD,Missing,Did not participate in OECD PIAAC Problem Solving (PSTRE) module
ISL,Iceland,AI_LIT_002,524.1,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
ISL,Iceland,AI_LIT_004,33.6,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
ISL,Iceland,AI_LIT_005,85.8,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
ISL,Iceland,META_COG_001,511.8,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
ISL,Iceland,META_COG_002,74.3,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
ISL,Iceland,META_COG_003,,2023,points,REUTERS_2023,Missing,Unsurveyed in Reuters Institute Digital News Report sample
ISL,Iceland,DEC_AGY_001,4.42,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
ISL,Iceland,DEC_AGY_002,0.88,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
ISL,Iceland,DEC_AGY_003,94.4,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
ISL,Iceland,DEC_AGY_004,0.847,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
ISL,Iceland,DEC_AGY_005,,2023,index,STANFORD_AI_Index,Missing,No standalone national legislative tracker in Stanford HAI Index
ISL,Iceland,ENAB_001,79.26,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
ISL,Iceland,ENAB_002,0.784,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
ISL,Iceland,ENAB_003,94.0,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
ISL,Iceland,ENAB_004,0.878,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
ISL,Iceland,ENAB_005,83.2,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
ISL,Iceland,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
ISL,Iceland,ATT_WELL_001,6.0,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
ISL,Iceland,ATT_WELL_002,21.2,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
IRL,Ireland,AI_LIT_001,306.3,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
IRL,Ireland,AI_LIT_002,529.3,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
IRL,Ireland,AI_LIT_004,35.3,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
IRL,Ireland,AI_LIT_005,84.9,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
IRL,Ireland,META_COG_001,508.7,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
IRL,Ireland,META_COG_002,73.9,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
IRL,Ireland,META_COG_003,64.6,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
IRL,Ireland,DEC_AGY_001,4.39,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
IRL,Ireland,DEC_AGY_002,0.818,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
IRL,Ireland,DEC_AGY_003,94.6,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
IRL,Ireland,DEC_AGY_004,0.809,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
IRL,Ireland,DEC_AGY_005,0.8,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
IRL,Ireland,ENAB_001,81.67,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
IRL,Ireland,ENAB_002,0.802,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
IRL,Ireland,ENAB_003,93.1,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
IRL,Ireland,ENAB_004,0.86,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
IRL,Ireland,ENAB_005,83.3,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
IRL,Ireland,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
IRL,Ireland,ATT_WELL_001,7.2,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
IRL,Ireland,ATT_WELL_002,17.5,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
ISR,Israel,AI_LIT_001,297.5,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
ISR,Israel,AI_LIT_002,525.4,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
ISR,Israel,AI_LIT_004,35.0,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
ISR,Israel,AI_LIT_005,85.3,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
ISR,Israel,META_COG_001,510.0,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
ISR,Israel,META_COG_002,,2023,index,EMLI_CouncilEurope,Missing,Non-European economy: not surveyed in Council of Europe / OSIS EMLI index
ISR,Israel,META_COG_003,64.0,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
ISR,Israel,DEC_AGY_001,4.12,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
ISR,Israel,DEC_AGY_002,0.798,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
ISR,Israel,DEC_AGY_003,88.9,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
ISR,Israel,DEC_AGY_004,0.767,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
ISR,Israel,DEC_AGY_005,0.757,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
ISR,Israel,ENAB_001,81.47,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
ISR,Israel,ENAB_002,0.756,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
ISR,Israel,ENAB_003,93.7,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
ISR,Israel,ENAB_004,0.842,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
ISR,Israel,ENAB_005,83.0,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
ISR,Israel,CAL_TRUST_001,64.0,2023,index,KPMG_AI_Trust,Observed,KPMG Trust in AI survey
ISR,Israel,ATT_WELL_001,5.9,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
ISR,Israel,ATT_WELL_002,15.0,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
ITA,Italy,AI_LIT_001,293.5,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
ITA,Italy,AI_LIT_002,514.2,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
ITA,Italy,AI_LIT_004,33.1,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
ITA,Italy,AI_LIT_005,83.3,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
ITA,Italy,META_COG_001,495.4,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
ITA,Italy,META_COG_002,70.7,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
ITA,Italy,META_COG_003,62.2,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
ITA,Italy,DEC_AGY_001,4.01,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
ITA,Italy,DEC_AGY_002,0.778,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
ITA,Italy,DEC_AGY_003,86.6,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
ITA,Italy,DEC_AGY_004,0.777,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
ITA,Italy,DEC_AGY_005,0.747,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
ITA,Italy,ENAB_001,76.79,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
ITA,Italy,ENAB_002,0.768,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
ITA,Italy,ENAB_003,91.1,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
ITA,Italy,ENAB_004,0.835,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
ITA,Italy,ENAB_005,83.0,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
ITA,Italy,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
ITA,Italy,ATT_WELL_001,8.1,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
ITA,Italy,ATT_WELL_002,14.4,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
JPN,Japan,AI_LIT_001,305.6,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
JPN,Japan,AI_LIT_002,535.3,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
JPN,Japan,AI_LIT_004,36.8,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
JPN,Japan,AI_LIT_005,85.5,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
JPN,Japan,META_COG_001,513.5,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
JPN,Japan,META_COG_002,,2023,index,EMLI_CouncilEurope,Missing,Non-European economy: not surveyed in Council of Europe / OSIS EMLI index
JPN,Japan,META_COG_003,62.6,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
JPN,Japan,DEC_AGY_001,4.45,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
JPN,Japan,DEC_AGY_002,0.805,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
JPN,Japan,DEC_AGY_003,89.1,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
JPN,Japan,DEC_AGY_004,0.857,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
JPN,Japan,DEC_AGY_005,0.861,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
JPN,Japan,ENAB_001,81.88,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
JPN,Japan,ENAB_002,0.806,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
JPN,Japan,ENAB_003,94.3,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
JPN,Japan,ENAB_004,0.865,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
JPN,Japan,ENAB_005,83.5,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
JPN,Japan,CAL_TRUST_001,70.0,2023,index,KPMG_AI_Trust,Observed,KPMG Trust in AI survey
JPN,Japan,ATT_WELL_001,5.8,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
JPN,Japan,ATT_WELL_002,14.2,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
KOR,South Korea,AI_LIT_001,313.6,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
KOR,South Korea,AI_LIT_002,536.4,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
KOR,South Korea,AI_LIT_004,34.0,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
KOR,South Korea,AI_LIT_005,90.7,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
KOR,South Korea,META_COG_001,508.4,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
KOR,South Korea,META_COG_002,,2023,index,EMLI_CouncilEurope,Missing,Non-European economy: not surveyed in Council of Europe / OSIS EMLI index
KOR,South Korea,META_COG_003,61.7,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
KOR,South Korea,DEC_AGY_001,4.22,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
KOR,South Korea,DEC_AGY_002,0.821,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
KOR,South Korea,DEC_AGY_003,90.4,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
KOR,South Korea,DEC_AGY_004,0.811,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
KOR,South Korea,DEC_AGY_005,0.84,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
KOR,South Korea,ENAB_001,81.64,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
KOR,South Korea,ENAB_002,0.811,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
KOR,South Korea,ENAB_003,94.7,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
KOR,South Korea,ENAB_004,0.881,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
KOR,South Korea,ENAB_005,86.3,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
KOR,South Korea,CAL_TRUST_001,66.3,2023,index,KPMG_AI_Trust,Observed,KPMG Trust in AI survey
KOR,South Korea,ATT_WELL_001,6.7,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
KOR,South Korea,ATT_WELL_002,14.9,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
LVA,Latvia,AI_LIT_001,289.1,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
LVA,Latvia,AI_LIT_002,518.5,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
LVA,Latvia,AI_LIT_004,35.0,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
LVA,Latvia,AI_LIT_005,81.2,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
LVA,Latvia,META_COG_001,500.6,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
LVA,Latvia,META_COG_002,69.7,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
LVA,Latvia,META_COG_003,62.7,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
LVA,Latvia,DEC_AGY_001,4.16,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
LVA,Latvia,DEC_AGY_002,0.784,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
LVA,Latvia,DEC_AGY_003,85.6,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
LVA,Latvia,DEC_AGY_004,0.774,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
LVA,Latvia,DEC_AGY_005,0.822,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
LVA,Latvia,ENAB_001,76.93,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
LVA,Latvia,ENAB_002,0.746,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
LVA,Latvia,ENAB_003,88.6,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
LVA,Latvia,ENAB_004,0.787,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
LVA,Latvia,ENAB_005,81.5,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
LVA,Latvia,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
LVA,Latvia,ATT_WELL_001,8.1,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
LVA,Latvia,ATT_WELL_002,16.8,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
LTU,Lithuania,AI_LIT_001,299.2,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
LTU,Lithuania,AI_LIT_002,520.4,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
LTU,Lithuania,AI_LIT_004,34.9,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
LTU,Lithuania,AI_LIT_005,79.9,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
LTU,Lithuania,META_COG_001,489.0,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
LTU,Lithuania,META_COG_002,69.9,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
LTU,Lithuania,META_COG_003,61.6,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
LTU,Lithuania,DEC_AGY_001,4.1,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
LTU,Lithuania,DEC_AGY_002,0.746,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
LTU,Lithuania,DEC_AGY_003,87.5,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
LTU,Lithuania,DEC_AGY_004,0.75,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
LTU,Lithuania,DEC_AGY_005,0.805,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
LTU,Lithuania,ENAB_001,76.76,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
LTU,Lithuania,ENAB_002,0.742,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
LTU,Lithuania,ENAB_003,88.8,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
LTU,Lithuania,ENAB_004,0.801,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
LTU,Lithuania,ENAB_005,80.0,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
LTU,Lithuania,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
LTU,Lithuania,ATT_WELL_001,6.2,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
LTU,Lithuania,ATT_WELL_002,15.5,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
LUX,Luxembourg,AI_LIT_001,305.3,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
LUX,Luxembourg,AI_LIT_002,525.9,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
LUX,Luxembourg,AI_LIT_004,33.8,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
LUX,Luxembourg,AI_LIT_005,83.2,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
LUX,Luxembourg,META_COG_001,505.2,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
LUX,Luxembourg,META_COG_002,73.7,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
LUX,Luxembourg,META_COG_003,,2023,points,REUTERS_2023,Missing,Unsurveyed in Reuters Institute Digital News Report sample
LUX,Luxembourg,DEC_AGY_001,4.43,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
LUX,Luxembourg,DEC_AGY_002,0.856,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
LUX,Luxembourg,DEC_AGY_003,93.8,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
